site_no,sample_datetime,qualifier_flag,value,sdl,mdl,variable_code,unit,variable,variable_fr,qa_status,sample_id
BC08NL0005,2012-09-04 07:37:00,nan,191.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,13.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY006091
BC08NL0005,2012-09-04 07:37:00,nan,0.38,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY006091
BC08NL0005,2012-09-11 07:35:00,nan,1.4,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,1.44,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,0.0186,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,10.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,0.024,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,0.278,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,0.0044,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,201.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,10.1,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005889
BC08NL0005,2012-09-11 07:35:00,nan,0.52,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005889
BC08NL0005,2012-09-26 07:20:00,nan,1.47,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,1.6,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,0.0135,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,22.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,<,0.005,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,0.075,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,0.0041,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,211.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,11.3,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,12PY005934
BC08NL0005,2012-09-26 07:20:00,nan,0.35,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,12PY005934
BC08NL0005,2012-10-15 07:55:00,nan,1.31,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,1.43,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,0.0177,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,18.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,<,0.005,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,0.012,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,0.0041,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,207.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,10.2,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005019
BC08NL0005,2012-10-15 07:55:00,nan,0.23,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,13PY005019
BC08NL0005,2012-10-24 07:47:00,nan,0.85,0.01,,107942,µG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,0.93,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,0.0246,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,25.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,0.007,0.005,,107961,µG/L,LEAD DISSOLVED,PLOMB DISSOUS,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,0.17,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,0.0035,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,165.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,5.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005041
BC08NL0005,2012-10-24 07:47:00,nan,0.42,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,13PY005041
BC08NL0005,2012-11-06 07:28:00,nan,1.08,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,0.0099,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,17.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,1.81,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,0.0304,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,84.6,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,6.6,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005068
BC08NL0005,2012-11-06 07:28:00,nan,11.0,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,13PY005068
BC08NL0005,2012-11-19 07:36:00,nan,0.72,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,0.0127,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,3.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,0.064,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,0.0041,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,145.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,4.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005096
BC08NL0005,2012-11-19 07:36:00,nan,0.28,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,13PY005096
BC08NL0005,2012-12-04 10:42:00,nan,0.81,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,0.0193,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,4.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,0.056,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,0.0036,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,167.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,4.5,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005144
BC08NL0005,2012-12-04 10:42:00,nan,0.28,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,13PY005144
BC08NL0005,2012-12-12 07:32:00,nan,0.79,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,0.0432,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,2.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,0.041,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,0.0042,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,183.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,0.6,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005174
BC08NL0005,2012-12-12 07:32:00,nan,1.43,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,P,13PY005174
BC08NL0005,2013-01-08 07:51:00,nan,0.88,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,0.0701,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,10.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,0.036,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,0.0031,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,197.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,0.1,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005224
BC08NL0005,2013-01-08 07:51:00,nan,0.66,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005224
BC08NL0005,2013-01-23 09:28:00,nan,1.03,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,0.0656,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,15.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,0.02,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,0.0031,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,209.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,-0.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005270
BC08NL0005,2013-01-23 09:28:00,nan,0.19,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005270
BC08NL0005,2013-02-06 07:46:00,nan,0.88,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,0.0515,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,4.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,0.033,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,0.0032,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,200.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,1.2,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005303
BC08NL0005,2013-02-06 07:46:00,nan,0.23,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005303
BC08NL0005,2013-02-20 07:25:00,nan,0.9,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005338
BC08NL0005,2013-02-20 07:25:00,nan,0.0349,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005338
BC08NL0005,2013-02-20 07:25:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005338
BC08NL0005,2013-02-20 07:25:00,nan,0.119,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005338
BC08NL0005,2013-02-20 07:25:00,nan,0.0022,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005338
BC08NL0005,2013-02-20 07:25:00,nan,204.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005338
BC08NL0005,2013-02-20 07:25:00,nan,0.4,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005338
BC08NL0005,2013-02-20 07:25:00,nan,0.23,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005338
BC08NL0005,2013-03-05 07:24:00,nan,0.8,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005369
BC08NL0005,2013-03-05 07:24:00,nan,0.0212,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005369
BC08NL0005,2013-03-05 07:24:00,<,1.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005369
BC08NL0005,2013-03-05 07:24:00,nan,0.047,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005369
BC08NL0005,2013-03-05 07:24:00,nan,0.0031,0.0005,,15413,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005369
BC08NL0005,2013-03-05 07:24:00,nan,184.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005369
BC08NL0005,2013-03-05 07:24:00,nan,2.8,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005369
BC08NL0005,2013-03-05 07:24:00,nan,0.57,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005369
BC08NL0005,2013-03-20 09:25:00,nan,0.72,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,0.0058,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,17.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,0.084,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,0.0048,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,174.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,4.6,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005430
BC08NL0005,2013-03-20 09:25:00,nan,1.71,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005430
BC08NL0005,2013-04-10 08:05:00,nan,0.74,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,0.0025,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,33.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,0.233,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,0.0153,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,138.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,6.6,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005468
BC08NL0005,2013-04-10 08:05:00,nan,4.37,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005468
BC08NL0005,2013-04-17 07:48:00,nan,0.68,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,0.0026,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,23.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,0.162,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,0.0118,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,149.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,4.5,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005496
BC08NL0005,2013-04-17 07:48:00,nan,2.02,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005496
BC08NL0005,2013-05-01 08:07:00,nan,0.8,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005573
BC08NL0005,2013-05-01 08:07:00,<,0.002,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005573
BC08NL0005,2013-05-01 08:07:00,nan,6.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005573
BC08NL0005,2013-05-01 08:07:00,nan,0.323,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005573
BC08NL0005,2013-05-01 08:07:00,nan,0.0262,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005573
BC08NL0005,2013-05-01 08:07:00,nan,127.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005573
BC08NL0005,2013-05-01 08:07:00,nan,5.0,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005573
BC08NL0005,2013-05-01 08:07:00,nan,3.54,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005573
BC08NL0005,2013-05-15 07:28:00,nan,2.56,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,0.0315,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,15.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,0.437,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,0.168,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,75.9,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,7.0,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005612
BC08NL0005,2013-05-15 07:28:00,nan,37.8,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005612
BC08NL0005,2013-06-03 06:51:00,nan,1.55,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,0.018,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,9.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,0.292,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,0.0318,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,86.1,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,9.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005722
BC08NL0005,2013-06-03 06:51:00,nan,3.75,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005722
BC08NL0005,2013-06-10 09:20:00,nan,1.27,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,0.0148,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,4.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,0.235,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,0.0183,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,75.2,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,12.7,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005735
BC08NL0005,2013-06-10 09:20:00,nan,2.75,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005735
BC08NL0005,2013-06-26 07:20:00,nan,1.5,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,0.0167,0.002,,1100,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,35.0,1.0,,1094,CFU/100ML,FECAL COLIFORMS,COLIFORMES FÉCAUX,P,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,0.26,0.005,,107925,µG/L,LEAD TOTAL,PLOMB TOTAL,V,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,0.0392,0.0005,,109108,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,V,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,79.0,1.0,,2041,µS/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,V,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,11.0,0.0,,1125,DEG C,TEMPERATURE (WATER),TEMPÉRATURE (EAU),P,13PY005783
BC08NL0005,2013-06-26 07:20:00,nan,5.06,0.1,,1062,NTU,TURBIDITY,TURBIDITÉ,V,13PY005783
BC08NL0005,2013-07-09 08:08:00,nan,2.05,0.01,,107906,µG/L,ARSENIC TOTAL,ARSENIC TOTAL,V,13PY005812
